initial_gap_m,lead_target_speed_mps,ego_target_speed_mps,repeats,success_rate,settled_count,final_gap_mean_m,final_gap_std_m,delta_gap_mean_m,delta_gap_std_m,settle_time_mean_s,settle_time_std_s,final_lead_speed_mean_mps,final_ego_speed_mean_mps
11.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
11.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
12.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
12.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
13.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
13.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
14.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
14.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
15.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
15.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
16.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
16.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
17.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
17.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
18.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
18.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
19.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
19.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
20.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
20.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
21.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
21.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
22.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
22.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
23.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
23.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
24.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
24.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
25.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
25.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
26.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
26.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
27.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
27.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
28.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
28.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
29.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
29.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
30.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
30.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
31.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
31.5,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
32.0,3.5,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
8.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
8.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
9.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
9.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
10.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
10.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
11.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
11.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
12.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
12.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
13.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
13.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
14.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
14.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
15.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
15.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
16.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
16.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
17.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
17.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
18.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
18.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
19.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
19.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
20.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
20.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
21.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
21.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
22.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
22.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
23.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
23.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
24.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
24.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
25.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
25.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
26.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
26.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
27.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
27.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
28.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
28.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
29.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
29.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
30.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
30.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
31.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
31.5,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
32.0,3.75,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
8.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
8.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
9.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
9.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
10.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
10.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
11.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
11.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
12.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
12.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
13.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
13.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
14.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
14.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
15.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
15.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
16.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
16.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
17.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
17.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
18.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
18.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
19.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
19.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
20.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
20.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
21.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
21.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
22.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
22.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
23.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
23.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
24.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
24.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
25.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
25.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
26.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
26.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
27.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
27.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
28.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
28.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
29.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
29.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
30.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
30.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
31.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
31.5,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
32.0,4.0,5.0,1,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan
8.0,4.25,5.0,1,1.0,1,2.932405500605105,0.0,-5.067594499394895,0.0,7.8500000000000005,0.0,4.057997543248485,4.846285369112714
8.5,4.25,5.0,1,1.0,1,3.9292840669435325,0.0,-4.5707159330564675,0.0,7.8500000000000005,0.0,4.057647265201307,4.845574894074639
9.0,4.25,5.0,1,1.0,1,3.9362153179724046,0.0,-5.063784682027595,0.0,7.8500000000000005,0.0,4.057648492621406,4.845973817241983
9.5,4.25,5.0,1,1.0,1,4.901558111822391,0.0,-4.598441888177609,0.0,7.9,0.0,4.057879764277917,4.847120046835017
10.0,4.25,5.0,1,1.0,1,4.8612213384139125,0.0,-5.1387786615860875,0.0,7.95,0.0,4.0582716207139775,4.847052117619749
10.5,4.25,5.0,1,1.0,1,5.935192934047956,0.0,-4.564807065952044,0.0,7.8500000000000005,0.0,4.057638691331985,4.84586137329131
11.0,4.25,5.0,1,1.0,1,6.0191882401306085,0.0,-4.9808117598693915,0.0,7.9,0.0,4.057867369537909,4.8596838486895395
11.5,4.25,5.0,1,1.0,1,6.898169768177228,0.0,-4.601830231822772,0.0,7.9,0.0,4.057656036440071,4.846411644808433
12.0,4.25,5.0,1,1.0,1,6.904567019677742,0.0,-5.095432980322258,0.0,7.9,0.0,4.0576347356558955,4.846826081685217
12.5,4.25,5.0,1,1.0,1,7.902122899773985,0.0,-4.597877100226015,0.0,7.9,0.0,4.0578506825173,4.84712004686037
13.0,4.25,5.0,1,1.0,1,7.901397213778896,0.0,-5.098602786221104,0.0,7.9,0.0,4.05763741108152,4.846691286177199
13.5,4.25,5.0,1,1.0,1,8.931146611446724,0.0,-4.568853388553276,0.0,7.8500000000000005,0.0,4.057768190778412,4.846011426224737
14.0,4.25,5.0,1,1.0,1,8.937802797587151,0.0,-5.0621972024128485,0.0,7.8500000000000005,0.0,4.057948944829162,4.846581484684437
14.5,4.25,5.0,1,1.0,1,9.898092945758904,0.0,-4.601907054241096,0.0,7.9,0.0,4.057639438594673,4.846418426681061
15.0,4.25,5.0,1,1.0,1,9.974378694863328,0.0,-5.0256213051366725,0.0,7.800000000000001,0.0,4.0553042188354365,4.845138339230442
15.5,4.25,5.0,1,1.0,1,10.922515976914749,0.0,-4.577484023085251,0.0,7.8500000000000005,0.0,4.057624185930511,4.846215269272256
16.0,4.25,5.0,1,1.0,1,10.898013909022824,0.0,-5.101986090977176,0.0,7.9,0.0,4.057635580638195,4.846414039595584
16.5,4.25,5.0,1,1.0,1,11.976313688355965,0.0,-4.523686311644035,0.0,7.800000000000001,0.0,4.055338513574196,4.845140723196551
17.0,4.25,5.0,1,1.0,1,11.912616735167429,0.0,-5.087383264832571,0.0,7.8500000000000005,0.0,4.057929856492483,4.846365949058297
17.5,4.25,5.0,1,1.0,1,13.025561063014823,0.0,-4.474438936985177,0.0,7.9,0.0,4.0576279970498845,4.8599427557723995
18.0,4.25,5.0,1,1.0,1,12.934535293846828,0.0,-5.065464706153172,0.0,7.8500000000000005,0.0,4.056615835192839,4.845937266474183
18.5,4.25,5.0,1,1.0,1,13.937923910584477,0.0,-4.562076089415523,0.0,7.800000000000001,0.0,4.055146556608119,4.8445158277447256
19.0,4.25,5.0,1,1.0,1,13.929129479479894,0.0,-5.070870520520106,0.0,7.8500000000000005,0.0,4.057652683603954,4.845579449992067
19.5,4.25,5.0,1,1.0,1,14.905351326529676,0.0,-4.594648673470324,0.0,7.9,0.0,4.057426993034002,4.846741415135307
20.0,4.25,5.0,1,1.0,1,14.905300140831066,0.0,-5.094699859168934,0.0,7.8500000000000005,0.0,4.057628511182968,4.846289885374257
20.5,4.25,5.0,1,1.0,1,16.014152966750103,0.0,-4.485847033249897,0.0,7.9,0.0,4.058308610877684,4.859943231011741
21.0,4.25,5.0,1,1.0,1,15.90233920272085,0.0,-5.097660797279151,0.0,7.9,0.0,4.0576259946420095,4.846543223344629
21.5,4.25,5.0,1,1.0,1,16.908507475813042,0.0,-4.5914925241869575,0.0,7.8500000000000005,0.0,4.056663853345598,4.846353074133494
22.0,4.25,5.0,1,1.0,1,16.90338491294496,0.0,-5.096615087055039,0.0,7.9,0.0,4.057445913543472,4.846935850724459
22.5,4.25,5.0,1,1.0,1,17.92358871848104,0.0,-4.576411281518961,0.0,7.8500000000000005,0.0,4.058143583869668,4.845425876474681
23.0,4.25,5.0,1,1.0,1,17.922425801608192,0.0,-5.077574198391808,0.0,7.8500000000000005,0.0,4.057678578860872,4.845994421492829
23.5,4.25,5.0,1,1.0,1,18.927076708515628,0.0,-4.572923291484372,0.0,7.8500000000000005,0.0,4.056467121023481,4.8455844210368095
24.0,4.25,5.0,1,1.0,1,18.89954424521518,0.0,-5.1004557547848215,0.0,7.9,0.0,4.057575583877523,4.846416964978045
24.5,4.25,5.0,1,1.0,1,19.962351403323016,0.0,-4.537648596676984,0.0,7.8500000000000005,0.0,4.057475904953708,4.846291081361692
25.0,4.25,5.0,1,1.0,1,19.926910308194987,0.0,-5.073089691805013,0.0,7.8500000000000005,0.0,4.057766283714981,4.8462621819819525
25.5,4.25,5.0,1,1.0,1,20.95990771597713,0.0,-4.540092284022869,0.0,7.800000000000001,0.0,4.055594487031117,4.845138816189403
26.0,4.25,5.0,1,1.0,1,20.976870643631536,0.0,-5.0231293563684645,0.0,7.8500000000000005,0.0,4.057873587417755,4.846268195766049
26.5,4.25,5.0,1,1.0,1,21.922430538314522,0.0,-4.577569461685478,0.0,7.8500000000000005,0.0,4.056413650472932,4.846250549021382
27.0,4.25,5.0,1,1.0,1,21.91412238639412,0.0,-5.085877613605881,0.0,7.8500000000000005,0.0,4.057581027809979,4.845973817241983
27.5,4.25,5.0,1,1.0,1,22.99517622187827,0.0,-4.504823778121729,0.0,7.8500000000000005,0.0,4.056215625321384,4.846291558155973
28.0,4.25,5.0,1,1.0,1,22.90199350074674,0.0,-5.098006499253259,0.0,7.8500000000000005,0.0,4.058097668964613,4.845148029478683
28.5,4.25,5.0,1,1.0,1,23.888287284215313,0.0,-4.611712715784687,0.0,7.8500000000000005,0.0,4.058008976535244,4.845974773698477
29.0,4.25,5.0,1,1.0,1,23.98267313502029,0.0,-5.017326864979712,0.0,7.8500000000000005,0.0,4.057882665139511,4.845660707247246
29.5,4.25,5.0,1,1.0,1,24.910925843413672,0.0,-4.589074156586328,0.0,7.8500000000000005,0.0,4.057834922515884,4.846314639614292
30.0,4.25,5.0,1,1.0,1,24.877702044679154,0.0,-5.122297955320846,0.0,7.8500000000000005,0.0,4.057870189705722,4.845955000217237
30.5,4.25,5.0,1,1.0,1,25.988932017116905,0.0,-4.511067982883095,0.0,7.8500000000000005,0.0,4.0579298720732435,4.846363084771524
31.0,4.25,5.0,1,1.0,1,25.900625202429037,0.0,-5.099374797570963,0.0,7.8500000000000005,0.0,4.057957204539346,4.845587281345392
31.5,4.25,5.0,1,1.0,1,26.860470878263598,0.0,-4.639529121736402,0.0,7.8500000000000005,0.0,4.0565691243616175,4.8459757251346245
32.0,4.25,5.0,1,1.0,1,26.988267415115413,0.0,-5.011732584884587,0.0,7.8500000000000005,0.0,4.057929872021601,4.846293468747192
8.0,4.5,5.0,1,1.0,1,4.944525315738387,0.0,-3.055474684261613,0.0,7.300000000000001,0.0,4.308272320202133,4.83612676956282
8.5,4.5,5.0,1,1.0,1,5.978197779415591,0.0,-2.5218022205844086,0.0,7.25,0.0,4.3074184422384745,4.835568169521221
9.0,4.5,5.0,1,1.0,1,5.972497194386767,0.0,-3.027502805613233,0.0,7.25,0.0,4.307691901885692,4.835667552603148
9.5,4.5,5.0,1,1.0,1,6.937668441183428,0.0,-2.562331558816572,0.0,7.3500000000000005,0.0,4.30806907527463,4.8373939820621645
10.0,4.5,5.0,1,1.0,1,6.979014615644143,0.0,-3.020985384355857,0.0,7.25,0.0,4.307407002766282,4.835667379675666
10.5,4.5,5.0,1,1.0,1,7.959514617552861,0.0,-2.540485382447139,0.0,7.300000000000001,0.0,4.307659014181852,4.836822164721503
11.0,4.5,5.0,1,1.0,1,7.96223254349257,0.0,-3.0377674565074297,0.0,7.25,0.0,4.307973020800895,4.8348611434025965
11.5,4.5,5.0,1,1.0,1,8.936098058399267,0.0,-2.563901941600733,0.0,7.3500000000000005,0.0,4.3084120459152695,4.837431236121482
12.0,4.5,5.0,1,1.0,1,8.958823837990023,0.0,-3.041176162009977,0.0,7.300000000000001,0.0,4.307631360391048,4.836755947676657
12.5,4.5,5.0,1,1.0,1,10.06362963718521,0.0,-2.43637036281479,0.0,7.3500000000000005,0.0,4.30840868902678,4.851295860616977
13.0,4.5,5.0,1,1.0,1,9.951512059326857,0.0,-3.0484879406731427,0.0,7.300000000000001,0.0,4.308285699288243,4.836556705666338
13.5,4.5,5.0,1,1.0,1,10.975289802320349,0.0,-2.524710197679651,0.0,7.25,0.0,4.307756318241767,4.836029397693066
14.0,4.5,5.0,1,1.0,1,10.955318915032969,0.0,-3.0446810849670314,0.0,7.300000000000001,0.0,4.307446373239027,4.836130046014363
14.5,4.5,5.0,1,1.0,1,11.95220930199907,0.0,-2.547790698000931,0.0,7.300000000000001,0.0,4.307509650898306,4.836549989425533
15.0,4.5,5.0,1,1.0,1,11.954153005985905,0.0,-3.045846994014095,0.0,7.300000000000001,0.0,4.307283285842362,4.836855274816912
15.5,4.5,5.0,1,1.0,1,12.955272440884777,0.0,-2.5447275591152234,0.0,7.300000000000001,0.0,4.307432874674761,4.836131957992483
16.0,4.5,5.0,1,1.0,1,12.936989331244167,0.0,-3.063010668755833,0.0,7.3500000000000005,0.0,4.308277633188925,4.8374326330447115
16.5,4.5,5.0,1,1.0,1,13.955393111554475,0.0,-2.544606888445525,0.0,7.25,0.0,4.307644262367171,4.835978024572492
17.0,4.5,5.0,1,1.0,1,13.955255716583213,0.0,-3.0447442834167866,0.0,7.300000000000001,0.0,4.3074281021553995,4.8361301505189696
17.5,4.5,5.0,1,1.0,1,14.976436350473321,0.0,-2.523563649526679,0.0,7.25,0.0,4.3067290331475245,4.835635882335499
18.0,4.5,5.0,1,1.0,1,14.94686843338977,0.0,-3.0531315666102294,0.0,7.25,0.0,4.307498827047355,4.835785588140055
18.5,4.5,5.0,1,1.0,1,15.971773320917972,0.0,-2.528226679082028,0.0,7.25,0.0,4.307422749969515,4.835249077395198
19.0,4.5,5.0,1,1.0,1,16.002198175728623,0.0,-2.9978018242713773,0.0,7.2,0.0,4.305775475615349,4.834819998469477
19.5,4.5,5.0,1,1.0,1,16.949380760545054,0.0,-2.550619239454946,0.0,7.25,0.0,4.307480230654491,4.835975050056235
20.0,4.5,5.0,1,1.0,1,16.95397791695967,0.0,-3.046022083040331,0.0,7.300000000000001,0.0,4.307419218867071,4.836004719922173
20.5,4.5,5.0,1,1.0,1,17.94754243698961,0.0,-2.552457563010389,0.0,7.300000000000001,0.0,4.307263270643851,4.835910557478206
21.0,4.5,5.0,1,1.0,1,17.949359381828977,0.0,-3.0506406181710233,0.0,7.25,0.0,4.307480707904804,4.83597704158358
21.5,4.5,5.0,1,1.0,1,18.927557177117677,0.0,-2.572442822882323,0.0,7.3500000000000005,0.0,4.308275385211846,4.837005669837981
22.0,4.5,5.0,1,1.0,1,18.93669417688182,0.0,-3.0633058231181813,0.0,7.3500000000000005,0.0,4.308077539178609,4.837372604804466
22.5,4.5,5.0,1,1.0,1,19.968598120025398,0.0,-2.5314018799746023,0.0,7.25,0.0,4.3075136092018855,4.8358977853778935
23.0,4.5,5.0,1,1.0,1,20.097516515632634,0.0,-2.902483484367366,0.0,7.25,0.0,4.307603315573808,4.848938207180357
23.5,4.5,5.0,1,1.0,1,20.928560586698218,0.0,-2.571439413301782,0.0,7.3500000000000005,0.0,4.308392641734334,4.8368394852866246
24.0,4.5,5.0,1,1.0,1,21.018677051967614,0.0,-2.9813229480323855,0.0,7.2,0.0,4.305798413833891,4.835410466681579
24.5,4.5,5.0,1,1.0,1,22.098925692002506,0.0,-2.4010743079974937,0.0,7.25,0.0,4.30633369659996,4.849395872313342
25.0,4.5,5.0,1,1.0,1,21.945632121589373,0.0,-3.054367878410627,0.0,7.300000000000001,0.0,4.3081589439865065,4.835853336336749
25.5,4.5,5.0,1,1.0,1,23.020541729000872,0.0,-2.479458270999128,0.0,7.25,0.0,4.307582250152971,4.835970354135747
26.0,4.5,5.0,1,1.0,1,22.959833629122368,0.0,-3.040166370877632,0.0,7.25,0.0,4.306863433442328,4.83524305068507
26.5,4.5,5.0,1,1.0,1,23.927097245203395,0.0,-2.572902754796605,0.0,7.300000000000001,0.0,4.308345810706308,4.836139959373186
27.0,4.5,5.0,1,1.0,1,24.011261852542532,0.0,-2.988738147457468,0.0,7.300000000000001,0.0,4.307655694616715,4.836852123020748
27.5,4.5,5.0,1,1.0,1,24.950073806839935,0.0,-2.549926193160065,0.0,7.25,0.0,4.307905662630658,4.835243833542049
28.0,4.5,5.0,1,1.0,1,24.92027250883061,0.0,-3.0797274911693897,0.0,7.300000000000001,0.0,4.30749619265392,4.836551420253119
28.5,4.5,5.0,1,1.0,1,26.032747755191956,0.0,-2.4672522448080443,0.0,7.25,0.0,4.307715788219903,4.835978075124893
29.0,4.5,5.0,1,1.0,1,25.97741340258039,0.0,-3.022586597419611,0.0,7.2,0.0,4.305796726972885,4.834354847255983
29.5,4.5,5.0,1,1.0,1,26.92218678812973,0.0,-2.5778132118702715,0.0,7.25,0.0,4.3076799620855875,4.835668785103674
30.0,4.5,5.0,1,1.0,1,27.008657839662256,0.0,-2.9913421603377444,0.0,7.300000000000001,0.0,4.308399096070684,4.836857654080229
30.5,4.5,5.0,1,1.0,1,27.943623739452462,0.0,-2.5563762605475375,0.0,7.25,0.0,4.307678675608883,4.8352447877963325
31.0,4.5,5.0,1,1.0,1,27.91371018784166,0.0,-3.0862898121583413,0.0,7.25,0.0,4.3068057332881295,4.8356687853553355
31.5,4.5,5.0,1,1.0,1,29.03282696584798,0.0,-2.467173034152019,0.0,7.25,0.0,4.307732000759292,4.8359425839452825
32.0,4.5,5.0,1,1.0,1,28.943682174952343,0.0,-3.056317825047657,0.0,7.25,0.0,4.307486983871217,4.835246216615768
8.0,4.75,5.0,1,1.0,1,6.716858849193013,0.0,-1.283141150806987,0.0,6.6000000000000005,0.0,4.558234723866672,4.823719054641005
8.5,4.75,5.0,1,1.0,1,7.72727996501486,0.0,-0.7727200349851397,0.0,6.550000000000001,0.0,4.55741008752554,4.823112993586557
9.0,4.75,5.0,1,1.0,1,7.709421339799302,0.0,-1.2905786602006977,0.0,6.6000000000000005,0.0,4.558255268150172,4.823268911521859
9.5,4.75,5.0,1,1.0,1,8.716794866133373,0.0,-0.7832051338666268,0.0,6.6000000000000005,0.0,4.55824322801633,4.823715238562045
10.0,4.75,5.0,1,1.0,1,8.71406886398005,0.0,-1.2859311360199506,0.0,6.6000000000000005,0.0,4.557445397062508,4.823047152372496
10.5,4.75,5.0,1,1.0,1,9.71700463113953,0.0,-0.7829953688604707,0.0,6.550000000000001,0.0,4.557688657015807,4.822298513813172
11.0,4.75,5.0,1,1.0,1,9.716849424290142,0.0,-1.2831505757098576,0.0,6.6000000000000005,0.0,4.558249608342909,4.824003255175307
