initial_gap_m,lead_target_speed_mps,ego_target_speed_mps,repeats,success_rate,settled_count,final_gap_mean_m,final_gap_std_m,delta_gap_mean_m,delta_gap_std_m,settle_time_mean_s,settle_time_std_s,final_lead_speed_mean_mps,final_ego_speed_mean_mps
11.5,4.75,5.0,1,1.0,1,10.723972933989955,0.0,-0.7760270660100446,0.0,6.6000000000000005,0.0,4.5574072675942565,4.824038053569012
12.0,4.75,5.0,1,1.0,1,10.71139747587791,0.0,-1.2886025241220906,0.0,6.65,0.0,4.558219472224067,4.824613142147731
12.5,4.75,5.0,1,1.0,1,11.71001384806063,0.0,-0.7899861519393703,0.0,6.6000000000000005,0.0,4.5579814533067315,4.823024767185307
13.0,4.75,5.0,1,1.0,1,11.724116245388387,0.0,-1.2758837546116126,0.0,6.6000000000000005,0.0,4.557416331507844,4.824056803016106
13.5,4.75,5.0,1,1.0,1,12.70603352995182,0.0,-0.7939664700481792,0.0,6.65,0.0,4.558219642507341,4.824219248507042
14.0,4.75,5.0,1,1.0,1,12.697535223160024,0.0,-1.302464776839976,0.0,6.6000000000000005,0.0,4.558382675691103,4.822041509070692
14.5,4.75,5.0,1,1.0,1,13.717870801863285,0.0,-0.7821291981367153,0.0,6.6000000000000005,0.0,4.557454014150096,4.824063459787067
15.0,4.75,5.0,1,1.0,1,13.706023315257564,0.0,-1.2939766847424359,0.0,6.65,0.0,4.55822024098645,4.824219248873475
15.5,4.75,5.0,1,1.0,1,14.714423827126296,0.0,-0.7855761728737036,0.0,6.65,0.0,4.558060448792042,4.82466891532436
16.0,4.75,5.0,1,1.0,1,14.706156247629597,0.0,-1.2938437523704032,0.0,6.6000000000000005,0.0,4.55817738124053,4.824051193181031
16.5,4.75,5.0,1,1.0,1,15.705987022899457,0.0,-0.7940129771005431,0.0,6.65,0.0,4.558235628281751,4.824222109682206
17.0,4.75,5.0,1,1.0,1,15.71781799198941,0.0,-1.2821820080105901,0.0,6.6000000000000005,0.0,4.557729416621021,4.8237181004809795
17.5,4.75,5.0,1,1.0,1,16.68696990878316,0.0,-0.8130300912168416,0.0,6.6000000000000005,0.0,4.558282749470543,4.8240648755617945
18.0,4.75,5.0,1,1.0,1,16.70597270087273,0.0,-1.2940272991272685,0.0,6.65,0.0,4.558235554953155,4.824220201636567
18.5,4.75,5.0,1,1.0,1,17.71327445007099,0.0,-0.7867255499290096,0.0,6.6000000000000005,0.0,4.557950512849511,4.824083365922528
19.0,4.75,5.0,1,1.0,1,17.687027900130726,0.0,-1.312972099869274,0.0,6.6000000000000005,0.0,4.55747022619059,4.8238539740955035
19.5,4.75,5.0,1,1.0,1,18.713152569393994,0.0,-0.7868474306060058,0.0,6.65,0.0,4.558236567066445,4.824820552446718
20.0,4.75,5.0,1,1.0,1,18.840735413000985,0.0,-1.159264586999015,0.0,6.65,0.0,4.55804737186092,4.838894642410968
20.5,4.75,5.0,1,1.0,1,19.673131632177505,0.0,-0.8268683678224953,0.0,6.6000000000000005,0.0,4.558313744276785,4.822571384318605
21.0,4.75,5.0,1,1.0,1,19.707243911070634,0.0,-1.2927560889293659,0.0,6.6000000000000005,0.0,4.557953570367703,4.823266050495708
21.5,4.75,5.0,1,1.0,1,20.7162255690077,0.0,-0.7837744309922989,0.0,6.65,0.0,4.5578744863764085,4.824625521707388
22.0,4.75,5.0,1,1.0,1,20.70192617907937,0.0,-1.2980738209206315,0.0,6.550000000000001,0.0,4.557025336590407,4.823102899871743
22.5,4.75,5.0,1,1.0,1,21.706543377132995,0.0,-0.793456622867005,0.0,6.6000000000000005,0.0,4.558355296587948,4.823266527987823
23.0,4.75,5.0,1,1.0,1,21.724374842105384,0.0,-1.2756251578946163,0.0,6.550000000000001,0.0,4.557684011470294,4.822764378445443
23.5,4.75,5.0,1,1.0,1,22.72358445698767,0.0,-0.7764155430123303,0.0,6.6000000000000005,0.0,4.557968521083537,4.824039004993041
24.0,4.75,5.0,1,1.0,1,22.721853661096233,0.0,-1.2781463389037668,0.0,6.550000000000001,0.0,4.556670599755848,4.822309001640201
24.5,4.75,5.0,1,1.0,1,23.716682756032615,0.0,-0.7833172439673852,0.0,6.6000000000000005,0.0,4.557942269440465,4.8237161949084575
25.0,4.75,5.0,1,1.0,1,23.748570533564852,0.0,-1.2514294664351482,0.0,6.6000000000000005,0.0,4.557398223517095,4.824027998179274
25.5,4.75,5.0,1,1.0,1,24.710630881619046,0.0,-0.7893691183809537,0.0,6.550000000000001,0.0,4.5569603960485185,4.822282762081309
26.0,4.75,5.0,1,1.0,1,24.69417854984762,0.0,-1.3058214501523793,0.0,6.6000000000000005,0.0,4.55786073738188,4.822807324653124
26.5,4.75,5.0,1,1.0,1,25.77138310282214,0.0,-0.7286168971778615,0.0,6.6000000000000005,0.0,4.557853604064127,4.823703758214709
27.0,4.75,5.0,1,1.0,1,25.717685807905465,0.0,-1.2823141920945353,0.0,6.550000000000001,0.0,4.556609390504956,4.822901263427871
27.5,4.75,5.0,1,1.0,1,26.678751427939744,0.0,-0.8212485720602558,0.0,6.6000000000000005,0.0,4.5576155476689015,4.823011414657636
28.0,4.75,5.0,1,1.0,1,26.776232366479544,0.0,-1.2237676335204561,0.0,6.6000000000000005,0.0,4.558426762081891,4.8240629990922494
28.5,4.75,5.0,1,1.0,1,27.688515399164615,0.0,-0.8114846008353851,0.0,6.6000000000000005,0.0,4.557993174170983,4.823266526545417
29.0,4.75,5.0,1,1.0,1,27.683248597577,0.0,-1.3167514024230016,0.0,6.550000000000001,0.0,4.5576521685053475,4.822762007021596
29.5,4.75,5.0,1,1.0,1,28.781451557949183,0.0,-0.7185484420508175,0.0,6.6000000000000005,0.0,4.558165461502414,4.824775739959368
30.0,4.75,5.0,1,1.0,1,28.68306949002396,0.0,-1.3169305099760393,0.0,6.6000000000000005,0.0,4.558430539716623,4.823263191015027
30.5,4.75,5.0,1,1.0,1,29.665760207879877,0.0,-0.8342397921201226,0.0,6.550000000000001,0.0,4.556833001486406,4.8227586994580225
31.0,4.75,5.0,1,1.0,1,29.792601833846234,0.0,-1.2073981661537658,0.0,6.550000000000001,0.0,4.557462126656643,4.823825445318598
31.5,4.75,5.0,1,1.0,1,30.68132135254119,0.0,-0.8186786474588104,0.0,6.6000000000000005,0.0,4.558306078400126,4.82326700391163
32.0,4.75,5.0,1,1.0,1,30.65542652190448,0.0,-1.3445734780955192,0.0,6.550000000000001,0.0,4.556810113660279,4.822765343788481
8.0,5.0,5.0,1,1.0,1,8.103879637934456,0.0,0.10387963793445643,0.0,5.800000000000001,0.0,4.808514276066258,4.808178472352504
8.5,5.0,5.0,1,1.0,1,9.098629507648589,0.0,0.5986295076485888,0.0,5.8500000000000005,0.0,4.8092978693838795,4.808353600028199
9.0,5.0,5.0,1,1.0,1,9.103501254471269,0.0,0.10350125447126857,0.0,5.800000000000001,0.0,4.808245770265865,4.807488648054092
9.5,5.0,5.0,1,1.0,1,10.112444192583629,0.0,0.612444192583629,0.0,5.800000000000001,0.0,4.807546919195212,4.808185749583129
10.0,5.0,5.0,1,1.0,1,10.11097988553967,0.0,0.11097988553967042,0.0,5.8500000000000005,0.0,4.8080026232965265,4.80834741872857
10.5,5.0,5.0,1,1.0,1,11.099606846730392,0.0,0.5996068467303921,0.0,5.8500000000000005,0.0,4.809290655614885,4.808118056476761
11.0,5.0,5.0,1,1.0,1,11.11258357891883,0.0,0.11258357891883009,0.0,5.800000000000001,0.0,4.807538851806498,4.808183366182392
11.5,5.0,5.0,1,1.0,1,12.107385046187396,0.0,0.607385046187396,0.0,5.8500000000000005,0.0,4.808351531187107,4.808352191245291
12.0,5.0,5.0,1,1.0,1,12.11522902073282,0.0,0.11522902073281927,0.0,5.8500000000000005,0.0,4.808344134908162,4.80884667727662
12.5,5.0,5.0,1,1.0,1,13.112879164124667,0.0,0.6128791641246671,0.0,5.800000000000001,0.0,4.807522677120674,4.8081854615927835
13.0,5.0,5.0,1,1.0,1,13.107479895064252,0.0,0.10747989506425171,0.0,5.8500000000000005,0.0,4.80833557743361,4.808357910046827
13.5,5.0,5.0,1,1.0,1,14.102908835202633,0.0,0.6029088352026335,0.0,5.800000000000001,0.0,4.808331393243683,4.807808613321443
14.0,5.0,5.0,1,1.0,1,14.104154123766563,0.0,0.10415412376656263,0.0,5.800000000000001,0.0,4.80849018825694,4.808157162096488
14.5,5.0,5.0,1,1.0,1,15.107355774013595,0.0,0.6073557740135946,0.0,5.8500000000000005,0.0,4.808351359837971,4.808357909256973
15.0,5.0,5.0,1,1.0,1,15.104706455088351,0.0,0.10470645508835119,0.0,5.800000000000001,0.0,4.808124862893367,4.807813379977318
15.5,5.0,5.0,1,1.0,1,16.096357835093567,0.0,0.596357835093567,0.0,5.800000000000001,0.0,4.808130184506156,4.808184794289008
16.0,5.0,5.0,1,1.0,1,16.097121396566262,0.0,0.09712139656626206,0.0,5.9,0.0,4.809391039099337,4.8082844942623115
16.5,5.0,5.0,1,1.0,1,17.106431399553887,0.0,0.6064313995538875,0.0,5.800000000000001,0.0,4.808190426263492,4.807810466113771
17.0,5.0,5.0,1,1.0,1,17.07846398428538,0.0,0.07846398428538137,0.0,5.800000000000001,0.0,4.8082808666267765,4.807526549189691
17.5,5.0,5.0,1,1.0,1,18.095191511447112,0.0,0.595191511447112,0.0,5.9,0.0,4.809396652778687,4.808083752689838
18.0,5.0,5.0,1,1.0,1,18.103727863450942,0.0,0.10372786345094198,0.0,5.800000000000001,0.0,4.808179557673727,4.80748197188767
18.5,5.0,5.0,1,1.0,1,19.07043287731278,0.0,0.5704328773127791,0.0,5.8500000000000005,0.0,4.80894176651276,4.808405540098705
19.0,5.0,5.0,1,1.0,1,19.098512604034205,0.0,0.09851260403420525,0.0,5.8500000000000005,0.0,4.809283168601064,4.808358439937189
19.5,5.0,5.0,1,1.0,1,20.111632732200007,0.0,0.6116327322000075,0.0,5.8500000000000005,0.0,4.80818086610311,4.808371739253688
20.0,5.0,5.0,1,1.0,1,20.083200892458922,0.0,0.08320089245892248,0.0,5.800000000000001,0.0,4.808374805733465,4.808940207589286
20.5,5.0,5.0,1,1.0,1,21.096098178702047,0.0,0.5960981787020465,0.0,5.8500000000000005,0.0,4.809031294425006,4.808361247328829
21.0,5.0,5.0,1,1.0,1,21.115006280445634,0.0,0.11500628044563399,0.0,5.8500000000000005,0.0,4.808360547352872,4.808848584532002
21.5,5.0,5.0,1,1.0,1,22.076471343001113,0.0,0.5764713430011135,0.0,5.800000000000001,0.0,4.808623238258589,4.808185749045973
22.0,5.0,5.0,1,1.0,1,22.094475490657427,0.0,0.09447549065742677,0.0,5.9,0.0,4.809233573499964,4.808144312486789
22.5,5.0,5.0,1,1.0,1,23.101251554484104,0.0,0.6012515544841044,0.0,5.800000000000001,0.0,4.808657919881662,4.8078109857511295
23.0,5.0,5.0,1,1.0,1,23.093282104040348,0.0,0.0932821040403482,0.0,5.800000000000001,0.0,4.808345718880185,4.807824237804131
23.5,5.0,5.0,1,1.0,1,24.092208959682342,0.0,0.5922089596823419,0.0,5.8500000000000005,0.0,4.809201226681783,4.80784386883007
24.0,5.0,5.0,1,1.0,1,24.1049298641253,0.0,0.10492986412529959,0.0,5.8500000000000005,0.0,4.80825242920683,4.808140443307014
24.5,5.0,5.0,1,1.0,1,25.14100050555787,0.0,0.6410005055578694,0.0,5.800000000000001,0.0,4.807923719917554,4.808922578251843
25.0,5.0,5.0,1,1.0,1,25.091037428908535,0.0,0.09103742890853539,0.0,5.8500000000000005,0.0,4.809413637553516,4.808357909256973
25.5,5.0,5.0,1,1.0,1,26.082978912867645,0.0,0.5829789128676452,0.0,5.8500000000000005,0.0,4.809259699580404,4.807836240392327
26.0,5.0,5.0,1,1.0,1,26.15234063458002,0.0,0.15234063458002112,0.0,5.800000000000001,0.0,4.808193133035244,4.808069746517147
26.5,5.0,5.0,1,1.0,1,27.095254624303706,0.0,0.5952546243037062,0.0,5.800000000000001,0.0,4.808109726434526,4.808253489145449
27.0,5.0,5.0,1,1.0,1,27.083296415069995,0.0,0.08329641506999508,0.0,5.800000000000001,0.0,4.808031208539646,4.807769033024458
27.5,5.0,5.0,1,1.0,1,28.173028978741662,0.0,0.6730289787416623,0.0,5.800000000000001,0.0,4.808127804445602,4.808965701062084
28.0,5.0,5.0,1,1.0,1,28.07688894112991,0.0,0.07688894112990852,0.0,5.8500000000000005,0.0,4.809671838171751,4.8082663554241
28.5,5.0,5.0,1,1.0,1,29.054854022250034,0.0,0.5548540222500336,0.0,5.8500000000000005,0.0,4.809753384950483,4.808363155614334
29.0,5.0,5.0,1,1.0,1,29.156784764703318,0.0,0.1567847647033176,0.0,5.800000000000001,0.0,4.808529301495945,4.807824246725835
29.5,5.0,5.0,1,1.0,1,30.07264662635906,0.0,0.5726466263590595,0.0,5.8500000000000005,0.0,4.809437166653898,4.808362200492916
30.0,5.0,5.0,1,1.0,1,30.048472421189928,0.0,0.04847242118992767,0.0,5.800000000000001,0.0,4.8084110580639265,4.807594030006614
30.5,5.0,5.0,1,1.0,1,31.16100235669675,0.0,0.6610023566967484,0.0,5.800000000000001,0.0,4.8084482390538135,4.808187180375625
31.0,5.0,5.0,1,1.0,1,31.07202095976337,0.0,0.0720209597633712,0.0,5.8500000000000005,0.0,4.809368491248194,4.80835838655443
31.5,5.0,5.0,1,1.0,1,32.02871724297881,0.0,0.5287172429788072,0.0,5.800000000000001,0.0,4.80831896194009,4.807594030269838
32.0,5.0,5.0,1,1.0,1,32.16011199590108,0.0,0.16011199590108305,0.0,5.800000000000001,0.0,4.808448715989993,4.808090957923314
8.0,5.25,5.0,1,1.0,1,9.192207941938978,0.0,1.1922079419389782,0.0,5.8500000000000005,0.0,4.972801558262517,4.808356530117033
8.5,5.25,5.0,1,1.0,1,10.22218567131431,0.0,1.7221856713143104,0.0,5.95,0.0,5.085759799341736,4.8105838310363636
9.0,5.25,5.0,1,1.0,1,10.198807102308331,0.0,1.198807102308331,0.0,5.800000000000001,0.0,4.999126970555425,4.808184795363331
9.5,5.25,5.0,1,1.0,1,11.208435928788013,0.0,1.7084359287880133,0.0,5.800000000000001,0.0,5.034355382752346,4.807929224045788
10.0,5.25,5.0,1,1.0,1,11.242386574463158,0.0,1.2423865744631577,0.0,6.050000000000001,0.0,4.99928910404811,4.812578952536153
10.5,5.25,5.0,1,1.0,1,12.232221365440388,0.0,1.7322213654403882,0.0,5.9,0.0,5.057041421843023,4.81101990704876
11.0,5.25,5.0,1,1.0,1,12.21310510353863,0.0,1.2131051035386307,0.0,5.95,0.0,5.004074545347461,4.810417409253881
11.5,5.25,5.0,1,1.0,1,13.25787630885051,0.0,1.7578763088505092,0.0,5.45,0.0,5.071039852241959,4.816668389573623
12.0,5.25,5.0,1,1.0,1,13.22177482067898,0.0,1.2217748206789807,0.0,5.9,0.0,5.010386625404084,4.810247425835818
12.5,5.25,5.0,1,1.0,1,14.215528519416289,0.0,1.7155285194162886,0.0,5.9,0.0,5.028147466441229,4.809337856727568
13.0,5.25,5.0,1,1.0,1,14.212421079884155,0.0,1.2124210798841553,0.0,5.9,0.0,5.020095056148097,4.808415159291533
13.5,5.25,5.0,1,1.0,1,15.354795233071822,0.0,1.8547952330718225,0.0,6.5,0.0,4.981639669047678,4.822150763635945
14.0,5.25,5.0,1,1.0,1,15.203176265756909,0.0,1.203176265756909,0.0,5.800000000000001,0.0,5.065116773248104,4.80817670814833
14.5,5.25,5.0,1,1.0,1,16.20606604899645,0.0,1.7060660489964512,0.0,5.9,0.0,5.01985721574471,4.809873353448452
15.0,5.25,5.0,1,1.0,1,16.26673612400147,0.0,1.2667361240014685,0.0,6.1000000000000005,0.0,5.022316301664966,4.814998916782088
15.5,5.25,5.0,1,1.0,1,17.28360535229497,0.0,1.7836053522949697,0.0,5.5,0.0,5.075110686194088,4.818472332920253
16.0,5.25,5.0,1,1.0,1,17.19119777747558,0.0,1.1911977774755798,0.0,5.15,0.0,4.995837239983359,4.810578106385749
16.5,5.25,5.0,1,1.0,1,18.262311052055423,0.0,1.7623110520554235,0.0,6.2,0.0,5.0162553066174,4.816735312372506
17.0,5.25,5.0,1,1.0,1,18.306438555460552,0.0,1.3064385554605522,0.0,6.300000000000001,0.0,5.137522073295913,4.817448531979506
17.5,5.25,5.0,1,1.0,1,19.194123611508658,0.0,1.6941236115086582,0.0,5.800000000000001,0.0,5.037564675117681,4.807808629773593
18.0,5.25,5.0,1,1.0,1,19.188572759870066,0.0,1.1885727598700662,0.0,5.8500000000000005,0.0,5.049151928026147,4.809727769865612
18.5,5.25,5.0,1,1.0,1,20.191874471476,0.0,1.6918744714760017,0.0,5.800000000000001,0.0,5.001373385196577,4.807979321909621
19.0,5.25,5.0,1,1.0,1,20.24274154189259,0.0,1.2427415418925882,0.0,6.0,0.0,4.989177594437238,4.811965276053882
19.5,5.25,5.0,1,1.0,1,21.16351252542856,0.0,1.6635125254285583,0.0,5.800000000000001,0.0,5.0140996167751455,4.808927378192934
20.0,5.25,5.0,1,1.0,1,21.20617696578948,0.0,1.2061769657894814,0.0,5.9,0.0,5.018741010828888,4.809239147988187
20.5,5.25,5.0,1,1.0,1,22.19978376168203,0.0,1.6997837616820313,0.0,5.800000000000001,0.0,4.986340643599161,4.807812426527071
21.0,5.25,5.0,1,1.0,1,22.15613738457749,0.0,1.156137384577491,0.0,5.75,0.0,5.012690921204977,4.807879937487614
21.5,5.25,5.0,1,1.0,1,23.203818558799956,0.0,1.7038185587999557,0.0,5.8500000000000005,0.0,5.036608943252079,4.808770410185321
22.0,5.25,5.0,1,1.0,1,23.20444722902418,0.0,1.2044472290241792,0.0,5.800000000000001,0.0,5.071439711131828,4.807811949183904
22.5,5.25,5.0,1,1.0,1,24.18438122866373,0.0,1.6843812286637316,0.0,5.800000000000001,0.0,5.065397256778546,4.808172120883756
23.0,5.25,5.0,1,1.0,1,24.206651977603837,0.0,1.206651977603837,0.0,5.95,0.0,5.0140156843865995,4.809622984509033
23.5,5.25,5.0,1,1.0,1,25.210095174942563,0.0,1.7100951749425626,0.0,5.8500000000000005,0.0,5.012380073734759,4.80884667727662
24.0,5.25,5.0,1,1.0,1,25.194827510909626,0.0,1.1948275109096258,0.0,5.800000000000001,0.0,5.0178262198333226,4.808184796652584
24.5,5.25,5.0,1,1.0,1,26.289200957386633,0.0,1.7892009573866332,0.0,6.300000000000001,0.0,5.072704360591849,4.8174480536861095
25.0,5.25,5.0,1,1.0,1,26.20379769545252,0.0,1.2037976954525185,0.0,5.8500000000000005,0.0,5.0371680419442155,4.808841939662791
25.5,5.25,5.0,1,1.0,1,27.278852803052878,0.0,1.778852803052878,0.0,5.95,0.0,5.007648603359202,4.811681462897371
26.0,5.25,5.0,1,1.0,1,27.178572582062863,0.0,1.1785725820628628,0.0,5.9,0.0,5.063620592108525,4.808274489834857
26.5,5.25,5.0,1,1.0,1,28.19440356560395,0.0,1.694403565603949,0.0,5.9,0.0,5.0750671686696265,4.808897200046709
27.0,5.25,5.0,1,1.0,1,28.277934946425574,0.0,1.2779349464255745,0.0,5.9,0.0,5.030178029263499,4.810233427970353
27.5,5.25,5.0,1,1.0,1,29.178191942268704,0.0,1.678191942268704,0.0,5.800000000000001,0.0,5.019676119394587,4.808250619682966
28.0,5.25,5.0,1,1.0,1,29.16186900266146,0.0,1.1618690026614615,0.0,5.800000000000001,0.0,5.037188167190068,4.807810516581424
28.5,5.25,5.0,1,1.0,1,30.268478027686555,0.0,1.7684780276865553,0.0,5.95,0.0,4.977628870216276,4.810181458359367
29.0,5.25,5.0,1,1.0,1,30.22034706903647,0.0,1.220347069036471,0.0,6.050000000000001,0.0,5.0246704647705345,4.812449251535153
29.5,5.25,5.0,1,1.0,1,31.167113769895522,0.0,1.667113769895522,0.0,5.95,0.0,5.020117873197457,4.810902362098842
30.0,5.25,5.0,1,1.0,1,31.267297001267423,0.0,1.2672970012674227,0.0,5.8500000000000005,0.0,5.047871715004579,4.809989401040863
30.5,5.25,5.0,1,1.0,1,32.20346797355865,0.0,1.7034679735586522,0.0,6.0,0.0,5.006468772008506,4.811441701799994
31.0,5.25,5.0,1,1.0,1,32.252760959297284,0.0,1.2527609592972837,0.0,6.300000000000001,0.0,5.07752123204133,4.81786910871971
31.5,5.25,5.0,1,1.0,1,33.2735791659302,0.0,1.773579165930201,0.0,5.9,0.0,4.99622511217671,4.810246948826967
32.0,5.25,5.0,1,1.0,1,33.17412055719997,0.0,1.17412055719997,0.0,5.8500000000000005,0.0,5.071776412557832,4.808358386760469
8.0,5.5,5.0,1,1.0,1,10.441944864424904,0.0,2.4419448644249044,0.0,6.75,0.0,5.291302476983383,4.826549596750818
8.5,5.5,5.0,1,1.0,1,11.479353690140595,0.0,2.979353690140595,0.0,6.800000000000001,0.0,5.290694200485708,4.827819106560316
9.0,5.5,5.0,1,1.0,1,11.434660200777621,0.0,2.4346602007776212,0.0,6.75,0.0,5.291324824001449,4.826107081691671
9.5,5.5,5.0,1,1.0,1,12.441938089561944,0.0,2.941938089561944,0.0,6.75,0.0,5.291316148122904,4.8265472127474025
10.0,5.5,5.0,1,1.0,1,12.450379958299607,0.0,2.4503799582996066,0.0,6.75,0.0,5.290900671931904,4.827285035449717
10.5,5.5,5.0,1,1.0,1,13.413685870896309,0.0,2.913685870896309,0.0,6.7,0.0,5.289928433138939,4.825168666337963
11.0,5.5,5.0,1,1.0,1,13.441520391036267,0.0,2.441520391036267,0.0,6.75,0.0,5.291326198161192,4.826593466692604
11.5,5.5,5.0,1,1.0,1,14.446323744458507,0.0,2.946323744458507,0.0,6.75,0.0,5.290891612631595,4.826969914502713
12.0,5.5,5.0,1,1.0,1,14.45051541200067,0.0,2.4505154120006694,0.0,6.75,0.0,5.2902212087486165,4.8265700999951875
12.5,5.5,5.0,1,1.0,1,15.472527572749357,0.0,2.9725275727493568,0.0,6.800000000000001,0.0,5.291407790971818,4.827482296532449
13.0,5.5,5.0,1,1.0,1,15.44555588790272,0.0,2.445555887902721,0.0,6.75,0.0,5.290893043153587,4.82688968740506
13.5,5.5,5.0,1,1.0,1,16.444481971218725,0.0,2.9444819712187247,0.0,6.75,0.0,5.290211289408012,4.82610469795162
14.0,5.5,5.0,1,1.0,1,16.422486479980016,0.0,2.422486479980016,0.0,6.7,0.0,5.28969584139454,4.825650760125608
14.5,5.5,5.0,1,1.0,1,17.44099115682424,0.0,2.9409911568242393,0.0,6.75,0.0,5.291127647732574,4.826899228230616
15.0,5.5,5.0,1,1.0,1,17.434146421991606,0.0,2.4341464219916062,0.0,6.75,0.0,5.2910311839807695,4.826109465889675
15.5,5.5,5.0,1,1.0,1,18.471939284139296,0.0,2.971939284139296,0.0,6.800000000000001,0.0,5.291345110068259,4.827033615377302
16.0,5.5,5.0,1,1.0,1,18.675730721762548,0.0,2.675730721762548,0.0,7.25,0.0,5.307874433450385,4.835812070163803
16.5,5.5,5.0,1,1.0,1,19.444395849379358,0.0,2.944395849379358,0.0,6.75,0.0,5.29021009671531,4.82610612817272
17.0,5.5,5.0,1,1.0,1,19.441750567602522,0.0,2.441750567602522,0.0,6.75,0.0,5.291289022834204,4.826551504944856
17.5,5.5,5.0,1,1.0,1,20.395184713663532,0.0,2.8951847136635322,0.0,6.7,0.0,5.289667571994967,4.8259500032252545
18.0,5.5,5.0,1,1.0,1,20.444394292725168,0.0,2.4443942927251676,0.0,6.75,0.0,5.290205072112084,4.8261051738182195
18.5,5.5,5.0,1,1.0,1,21.421711954204802,0.0,2.9217119542048025,0.0,6.7,0.0,5.289649224498855,4.825608789426266
19.0,5.5,5.0,1,1.0,1,21.413123995500182,0.0,2.4131239955001824,0.0,6.75,0.0,5.291020836067381,4.826889213778218
19.5,5.5,5.0,1,1.0,1,22.444380045558542,0.0,2.9443800455585425,0.0,6.75,0.0,5.2902072434736835,4.826106128481784
20.0,5.5,5.0,1,1.0,1,22.475873251371652,0.0,2.4758732513716524,0.0,6.800000000000001,0.0,5.2913450833235,4.827474665862662
20.5,5.5,5.0,1,1.0,1,23.410935876153466,0.0,2.9109358761534665,0.0,6.75,0.0,5.291448081791926,4.82679889612278
21.0,5.5,5.0,1,1.0,1,23.414202810028712,0.0,2.414202810028712,0.0,6.7,0.0,5.289828598101939,4.825634069537714
21.5,5.5,5.0,1,1.0,1,24.475405618576925,0.0,2.975405618576925,0.0,6.800000000000001,0.0,5.291269617510018,4.827285834828475
22.0,5.5,5.0,1,1.0,1,24.364753691324122,0.0,2.364753691324122,0.0,6.65,0.0,5.289587940154384,4.824993362100462
22.5,5.5,5.0,1,1.0,1,25.623662808022665,0.0,3.123662808022665,0.0,7.15,0.0,5.30741054355943,4.833453790700359
23.0,5.5,5.0,1,1.0,1,25.627427169793318,0.0,2.627427169793318,0.0,7.15,0.0,5.307339020766877,4.833885387883749
23.5,5.5,5.0,1,1.0,1,26.633092808683312,0.0,3.133092808683312,0.0,7.15,0.0,5.307472214461637,4.834196257824049
24.0,5.5,5.0,1,1.0,1,26.562381908548012,0.0,2.562381908548012,0.0,6.7,0.0,5.289525277877541,4.840562197321823
24.5,5.5,5.0,1,1.0,1,27.437097877450277,0.0,2.9370978774502774,0.0,6.75,0.0,5.291080746072628,4.826104699485425
25.0,5.5,5.0,1,1.0,1,27.45375177032821,0.0,2.4537517703282106,0.0,6.7,0.0,5.28932567970378,4.82595378632554
25.5,5.5,5.0,1,1.0,1,28.405964786193415,0.0,2.9059647861934153,0.0,6.7,0.0,5.289791350767237,4.825079496806053
26.0,5.5,5.0,1,1.0,1,28.457426065339256,0.0,2.4574260653392557,0.0,6.800000000000001,0.0,5.2914536333468964,4.826772777693774
26.5,5.5,5.0,1,1.0,1,29.49819247118701,0.0,2.9981924711870107,0.0,6.75,0.0,5.291491474339964,4.8268883447335424
27.0,5.5,5.0,1,1.0,1,29.422087807365926,0.0,2.4220878073659264,0.0,6.75,0.0,5.291109825110471,4.826106128275821
27.5,5.5,5.0,1,1.0,1,30.410256038789925,0.0,2.9102560387899246,0.0,6.75,0.0,5.2910592792249735,4.826547689701646
28.0,5.5,5.0,1,1.0,1,30.49892446123871,0.0,2.4989244612387083,0.0,6.75,0.0,5.291284050157167,4.826889692424441
28.5,5.5,5.0,1,1.0,1,31.66611652992426,0.0,3.1661165299242597,0.0,7.25,0.0,5.307566809755093,4.835250983093852
29.0,5.5,5.0,1,1.0,1,31.377344784396016,0.0,2.3773447843960156,0.0,6.7,0.0,5.290045984442453,4.8255739861452325
29.5,5.5,5.0,1,1.0,1,32.50374400095332,0.0,3.0037440009533185,0.0,6.75,0.0,5.291198219387947,4.827429318475416
30.0,5.5,5.0,1,1.0,1,32.40956526166416,0.0,2.409565261664163,0.0,6.75,0.0,5.29114320340825,4.826109465992727
30.5,5.5,5.0,1,1.0,1,33.36092647466345,0.0,2.860926474663451,0.0,6.7,0.0,5.289571523566821,4.82560927439351
31.0,5.5,5.0,1,1.0,1,33.48029731519354,0.0,2.480297315193539,0.0,6.7,0.0,5.289762462303631,4.825953787036335
31.5,5.5,5.0,1,1.0,1,34.406584370030295,0.0,2.906584370030295,0.0,6.75,0.0,5.291363981643603,4.826109465477588
32.0,5.5,5.0,1,1.0,1,34.55385060276846,0.0,2.5538506027684633,0.0,7.15,0.0,5.3075721569999725,4.833880151610636
8.0,5.75,5.0,1,1.0,1,11.684479054912558,0.0,3.6844790549125577,0.0,5.800000000000001,0.0,5.636492694604642,4.808185749797994
8.5,5.75,5.0,1,1.0,1,12.725391680789372,0.0,4.225391680789372,0.0,5.8500000000000005,0.0,5.6552523731129085,4.808357909440114
9.0,5.75,5.0,1,1.0,1,12.687435272676154,0.0,3.6874352726761543,0.0,5.800000000000001,0.0,5.635977732424375,4.807625979793598
9.5,5.75,5.0,1,1.0,1,13.69623652531757,0.0,4.19623652531757,0.0,5.800000000000001,0.0,5.654130448839599,4.808185749797994
