repeat_idx,case_idx,initial_gap_m,lead_target_speed_mps,ego_target_speed_mps,final_gap_m,delta_gap_m,final_lead_speed_mps,final_ego_speed_mps,settled,collision,settle_time_s,ticks_executed,spawn_ok,error
0,411,17.0,4.0,5.0,10.043184753862457,-6.956815246137543,3.799109458472862,4.84844690249324,0,0,nan,160,1,
0,412,17.5,4.0,5.0,11.016276374707644,-6.483723625292356,3.800706683635676,4.849056284664453,0,0,nan,160,1,
0,413,18.0,4.0,5.0,11.040587960228857,-6.959412039771143,3.7999111601053097,4.848062819708791,0,0,nan,160,1,
0,414,18.5,4.0,5.0,12.031520740025904,-6.468479259974096,3.7995005842977996,4.847869368358369,0,0,nan,160,1,
0,415,19.0,4.0,5.0,12.017682115264673,-6.982317884735327,3.7989476520020453,4.849000017559114,0,0,nan,160,1,
0,416,19.5,4.0,5.0,13.03792607801876,-6.46207392198124,3.7999077563247203,4.847780861595936,0,0,nan,160,1,
0,417,20.0,4.0,5.0,13.046336856109892,-6.9536631438901075,3.7996935725833167,4.848415044876901,0,0,nan,160,1,
0,418,20.5,4.0,5.0,14.011384084154663,-6.488615915845337,3.8006201378689215,4.848760167645189,0,0,nan,160,1,
0,419,21.0,4.0,5.0,14.032318045399187,-6.967681954600813,3.8002565316865202,4.848062820665372,0,0,nan,160,1,
0,420,21.5,4.0,5.0,15.045788960736143,-6.454211039263857,3.7995007287029146,4.847868568809349,0,0,nan,160,1,
0,421,22.0,4.0,5.0,15.014012547848708,-6.985987452151292,3.802363236780598,4.848759213932475,0,0,nan,160,1,
0,422,22.5,4.0,5.0,16.031094873299896,-6.468905126700104,3.800978625460809,4.8480603908117645,0,0,nan,160,1,
0,423,23.0,4.0,5.0,16.033124490165463,-6.966875509834537,3.8011723485699775,4.848339716307599,0,0,nan,160,1,
0,424,23.5,4.0,5.0,17.047139134229116,-6.452860865770884,3.799545606517102,4.848759213932475,0,0,nan,160,1,
0,425,24.0,4.0,5.0,17.03268442566264,-6.967315574337359,3.802228632620959,4.848062820665372,0,0,nan,160,1,
0,426,24.5,4.0,5.0,18.040978254214078,-6.459021745785922,3.8004478567568376,4.848347883155089,0,0,nan,160,1,
0,427,25.0,4.0,5.0,18.067900808665843,-6.9320991913341565,3.8005855894240264,4.848753492489384,0,0,nan,160,1,
0,428,25.5,4.0,5.0,19.147885241567803,-6.352114758432197,3.802453864423591,4.861374853755979,0,0,nan,160,1,
0,429,26.0,4.0,5.0,19.02649050027428,-6.9735094997257185,3.79940114306968,4.848449761051081,0,0,nan,160,1,
0,430,26.5,4.0,5.0,20.100447770394236,-6.399552229605764,3.7991762954216397,4.848760167643473,0,0,nan,160,1,
0,431,27.0,4.0,5.0,20.027883344464563,-6.972116655535437,3.8021842126449306,4.8487328537575705,0,0,nan,160,1,
0,432,27.5,4.0,5.0,21.00211648672499,-6.49788351327501,3.7990949799963567,4.847888936541061,0,0,nan,160,1,
0,433,28.0,4.0,5.0,21.100984414302374,-6.899015585697626,3.8019390900499688,4.848760167607239,0,0,nan,160,1,
0,434,28.5,4.0,5.0,22.012904175430855,-6.4870958245691455,3.799494559889259,4.8480207265857596,0,0,nan,160,1,
0,435,29.0,4.0,5.0,21.99409961554563,-7.005900384454371,3.800983332471602,4.848486527833786,0,0,nan,160,1,
0,436,29.5,4.0,5.0,23.097583998065144,-6.402416001934856,3.8007143353258552,4.848758248263668,0,0,nan,160,1,
0,437,30.0,4.0,5.0,23.007185174032713,-6.992814825967287,3.8008371697577408,4.848063119010274,0,0,nan,160,1,
0,438,30.5,4.0,5.0,23.97780294418563,-6.52219705581437,3.7989616737595564,4.848327499468642,0,0,nan,160,1,
0,439,31.0,4.0,5.0,24.088205450699228,-6.911794549300772,3.8009424801349865,4.848142186105178,0,0,nan,160,1,
0,440,31.5,4.0,5.0,25.00609143667641,-6.49390856332359,3.800639278032332,4.848066631041843,0,0,nan,160,1,
0,441,32.0,4.0,5.0,24.95853443016307,-7.04146556983693,3.802318673640722,4.847876422624755,0,0,nan,160,1,
0,442,8.0,4.25,5.0,2.932405500605105,-5.067594499394895,4.057997543248485,4.846285369112714,1,0,7.8500000000000005,157,1,
0,443,8.5,4.25,5.0,3.9292840669435325,-4.5707159330564675,4.057647265201307,4.845574894074639,1,0,7.8500000000000005,157,1,
0,444,9.0,4.25,5.0,3.9362153179724046,-5.063784682027595,4.057648492621406,4.845973817241983,1,0,7.8500000000000005,157,1,
0,445,9.5,4.25,5.0,4.901558111822391,-4.598441888177609,4.057879764277917,4.847120046835017,1,0,7.9,158,1,
0,446,10.0,4.25,5.0,4.8612213384139125,-5.1387786615860875,4.0582716207139775,4.847052117619749,1,0,7.95,159,1,
0,447,10.5,4.25,5.0,5.935192934047956,-4.564807065952044,4.057638691331985,4.84586137329131,1,0,7.8500000000000005,157,1,
0,448,11.0,4.25,5.0,6.0191882401306085,-4.9808117598693915,4.057867369537909,4.8596838486895395,1,0,7.9,158,1,
0,449,11.5,4.25,5.0,6.898169768177228,-4.601830231822772,4.057656036440071,4.846411644808433,1,0,7.9,158,1,
0,450,12.0,4.25,5.0,6.904567019677742,-5.095432980322258,4.0576347356558955,4.846826081685217,1,0,7.9,158,1,
0,451,12.5,4.25,5.0,7.902122899773985,-4.597877100226015,4.0578506825173,4.84712004686037,1,0,7.9,158,1,
0,452,13.0,4.25,5.0,7.901397213778896,-5.098602786221104,4.05763741108152,4.846691286177199,1,0,7.9,158,1,
0,453,13.5,4.25,5.0,8.931146611446724,-4.568853388553276,4.057768190778412,4.846011426224737,1,0,7.8500000000000005,157,1,
0,454,14.0,4.25,5.0,8.937802797587151,-5.0621972024128485,4.057948944829162,4.846581484684437,1,0,7.8500000000000005,157,1,
0,455,14.5,4.25,5.0,9.898092945758904,-4.601907054241096,4.057639438594673,4.846418426681061,1,0,7.9,158,1,
0,456,15.0,4.25,5.0,9.974378694863328,-5.0256213051366725,4.0553042188354365,4.845138339230442,1,0,7.800000000000001,156,1,
0,457,15.5,4.25,5.0,10.922515976914749,-4.577484023085251,4.057624185930511,4.846215269272256,1,0,7.8500000000000005,157,1,
0,458,16.0,4.25,5.0,10.898013909022824,-5.101986090977176,4.057635580638195,4.846414039595584,1,0,7.9,158,1,
0,459,16.5,4.25,5.0,11.976313688355965,-4.523686311644035,4.055338513574196,4.845140723196551,1,0,7.800000000000001,156,1,
0,460,17.0,4.25,5.0,11.912616735167429,-5.087383264832571,4.057929856492483,4.846365949058297,1,0,7.8500000000000005,157,1,
0,461,17.5,4.25,5.0,13.025561063014823,-4.474438936985177,4.0576279970498845,4.8599427557723995,1,0,7.9,158,1,
0,462,18.0,4.25,5.0,12.934535293846828,-5.065464706153172,4.056615835192839,4.845937266474183,1,0,7.8500000000000005,157,1,
0,463,18.5,4.25,5.0,13.937923910584477,-4.562076089415523,4.055146556608119,4.8445158277447256,1,0,7.800000000000001,156,1,
0,464,19.0,4.25,5.0,13.929129479479894,-5.070870520520106,4.057652683603954,4.845579449992067,1,0,7.8500000000000005,157,1,
0,465,19.5,4.25,5.0,14.905351326529676,-4.594648673470324,4.057426993034002,4.846741415135307,1,0,7.9,158,1,
0,466,20.0,4.25,5.0,14.905300140831066,-5.094699859168934,4.057628511182968,4.846289885374257,1,0,7.8500000000000005,157,1,
0,467,20.5,4.25,5.0,16.014152966750103,-4.485847033249897,4.058308610877684,4.859943231011741,1,0,7.9,158,1,
0,468,21.0,4.25,5.0,15.90233920272085,-5.097660797279151,4.0576259946420095,4.846543223344629,1,0,7.9,158,1,
0,469,21.5,4.25,5.0,16.908507475813042,-4.5914925241869575,4.056663853345598,4.846353074133494,1,0,7.8500000000000005,157,1,
0,470,22.0,4.25,5.0,16.90338491294496,-5.096615087055039,4.057445913543472,4.846935850724459,1,0,7.9,158,1,
0,471,22.5,4.25,5.0,17.92358871848104,-4.576411281518961,4.058143583869668,4.845425876474681,1,0,7.8500000000000005,157,1,
0,472,23.0,4.25,5.0,17.922425801608192,-5.077574198391808,4.057678578860872,4.845994421492829,1,0,7.8500000000000005,157,1,
0,473,23.5,4.25,5.0,18.927076708515628,-4.572923291484372,4.056467121023481,4.8455844210368095,1,0,7.8500000000000005,157,1,
0,474,24.0,4.25,5.0,18.89954424521518,-5.1004557547848215,4.057575583877523,4.846416964978045,1,0,7.9,158,1,
0,475,24.5,4.25,5.0,19.962351403323016,-4.537648596676984,4.057475904953708,4.846291081361692,1,0,7.8500000000000005,157,1,
0,476,25.0,4.25,5.0,19.926910308194987,-5.073089691805013,4.057766283714981,4.8462621819819525,1,0,7.8500000000000005,157,1,
0,477,25.5,4.25,5.0,20.95990771597713,-4.540092284022869,4.055594487031117,4.845138816189403,1,0,7.800000000000001,156,1,
0,478,26.0,4.25,5.0,20.976870643631536,-5.0231293563684645,4.057873587417755,4.846268195766049,1,0,7.8500000000000005,157,1,
0,479,26.5,4.25,5.0,21.922430538314522,-4.577569461685478,4.056413650472932,4.846250549021382,1,0,7.8500000000000005,157,1,
0,480,27.0,4.25,5.0,21.91412238639412,-5.085877613605881,4.057581027809979,4.845973817241983,1,0,7.8500000000000005,157,1,
0,481,27.5,4.25,5.0,22.99517622187827,-4.504823778121729,4.056215625321384,4.846291558155973,1,0,7.8500000000000005,157,1,
0,482,28.0,4.25,5.0,22.90199350074674,-5.098006499253259,4.058097668964613,4.845148029478683,1,0,7.8500000000000005,157,1,
0,483,28.5,4.25,5.0,23.888287284215313,-4.611712715784687,4.058008976535244,4.845974773698477,1,0,7.8500000000000005,157,1,
0,484,29.0,4.25,5.0,23.98267313502029,-5.017326864979712,4.057882665139511,4.845660707247246,1,0,7.8500000000000005,157,1,
0,485,29.5,4.25,5.0,24.910925843413672,-4.589074156586328,4.057834922515884,4.846314639614292,1,0,7.8500000000000005,157,1,
0,486,30.0,4.25,5.0,24.877702044679154,-5.122297955320846,4.057870189705722,4.845955000217237,1,0,7.8500000000000005,157,1,
0,487,30.5,4.25,5.0,25.988932017116905,-4.511067982883095,4.0579298720732435,4.846363084771524,1,0,7.8500000000000005,157,1,
0,488,31.0,4.25,5.0,25.900625202429037,-5.099374797570963,4.057957204539346,4.845587281345392,1,0,7.8500000000000005,157,1,
0,489,31.5,4.25,5.0,26.860470878263598,-4.639529121736402,4.0565691243616175,4.8459757251346245,1,0,7.8500000000000005,157,1,
0,490,32.0,4.25,5.0,26.988267415115413,-5.011732584884587,4.057929872021601,4.846293468747192,1,0,7.8500000000000005,157,1,
0,491,8.0,4.5,5.0,4.944525315738387,-3.055474684261613,4.308272320202133,4.83612676956282,1,0,7.300000000000001,146,1,
0,492,8.5,4.5,5.0,5.978197779415591,-2.5218022205844086,4.3074184422384745,4.835568169521221,1,0,7.25,145,1,
0,493,9.0,4.5,5.0,5.972497194386767,-3.027502805613233,4.307691901885692,4.835667552603148,1,0,7.25,145,1,
0,494,9.5,4.5,5.0,6.937668441183428,-2.562331558816572,4.30806907527463,4.8373939820621645,1,0,7.3500000000000005,147,1,
0,495,10.0,4.5,5.0,6.979014615644143,-3.020985384355857,4.307407002766282,4.835667379675666,1,0,7.25,145,1,
0,496,10.5,4.5,5.0,7.959514617552861,-2.540485382447139,4.307659014181852,4.836822164721503,1,0,7.300000000000001,146,1,
0,497,11.0,4.5,5.0,7.96223254349257,-3.0377674565074297,4.307973020800895,4.8348611434025965,1,0,7.25,145,1,
0,498,11.5,4.5,5.0,8.936098058399267,-2.563901941600733,4.3084120459152695,4.837431236121482,1,0,7.3500000000000005,147,1,
0,499,12.0,4.5,5.0,8.958823837990023,-3.041176162009977,4.307631360391048,4.836755947676657,1,0,7.300000000000001,146,1,
0,500,12.5,4.5,5.0,10.06362963718521,-2.43637036281479,4.30840868902678,4.851295860616977,1,0,7.3500000000000005,147,1,
0,501,13.0,4.5,5.0,9.951512059326857,-3.0484879406731427,4.308285699288243,4.836556705666338,1,0,7.300000000000001,146,1,
0,502,13.5,4.5,5.0,10.975289802320349,-2.524710197679651,4.307756318241767,4.836029397693066,1,0,7.25,145,1,
0,503,14.0,4.5,5.0,10.955318915032969,-3.0446810849670314,4.307446373239027,4.836130046014363,1,0,7.300000000000001,146,1,
0,504,14.5,4.5,5.0,11.95220930199907,-2.547790698000931,4.307509650898306,4.836549989425533,1,0,7.300000000000001,146,1,
0,505,15.0,4.5,5.0,11.954153005985905,-3.045846994014095,4.307283285842362,4.836855274816912,1,0,7.300000000000001,146,1,
0,506,15.5,4.5,5.0,12.955272440884777,-2.5447275591152234,4.307432874674761,4.836131957992483,1,0,7.300000000000001,146,1,
0,507,16.0,4.5,5.0,12.936989331244167,-3.063010668755833,4.308277633188925,4.8374326330447115,1,0,7.3500000000000005,147,1,
0,508,16.5,4.5,5.0,13.955393111554475,-2.544606888445525,4.307644262367171,4.835978024572492,1,0,7.25,145,1,
0,509,17.0,4.5,5.0,13.955255716583213,-3.0447442834167866,4.3074281021553995,4.8361301505189696,1,0,7.300000000000001,146,1,
0,510,17.5,4.5,5.0,14.976436350473321,-2.523563649526679,4.3067290331475245,4.835635882335499,1,0,7.25,145,1,
0,511,18.0,4.5,5.0,14.94686843338977,-3.0531315666102294,4.307498827047355,4.835785588140055,1,0,7.25,145,1,
0,512,18.5,4.5,5.0,15.971773320917972,-2.528226679082028,4.307422749969515,4.835249077395198,1,0,7.25,145,1,
0,513,19.0,4.5,5.0,16.002198175728623,-2.9978018242713773,4.305775475615349,4.834819998469477,1,0,7.2,144,1,
0,514,19.5,4.5,5.0,16.949380760545054,-2.550619239454946,4.307480230654491,4.835975050056235,1,0,7.25,145,1,
0,515,20.0,4.5,5.0,16.95397791695967,-3.046022083040331,4.307419218867071,4.836004719922173,1,0,7.300000000000001,146,1,
0,516,20.5,4.5,5.0,17.94754243698961,-2.552457563010389,4.307263270643851,4.835910557478206,1,0,7.300000000000001,146,1,
0,517,21.0,4.5,5.0,17.949359381828977,-3.0506406181710233,4.307480707904804,4.83597704158358,1,0,7.25,145,1,
0,518,21.5,4.5,5.0,18.927557177117677,-2.572442822882323,4.308275385211846,4.837005669837981,1,0,7.3500000000000005,147,1,
0,519,22.0,4.5,5.0,18.93669417688182,-3.0633058231181813,4.308077539178609,4.837372604804466,1,0,7.3500000000000005,147,1,
0,520,22.5,4.5,5.0,19.968598120025398,-2.5314018799746023,4.3075136092018855,4.8358977853778935,1,0,7.25,145,1,
0,521,23.0,4.5,5.0,20.097516515632634,-2.902483484367366,4.307603315573808,4.848938207180357,1,0,7.25,145,1,
0,522,23.5,4.5,5.0,20.928560586698218,-2.571439413301782,4.308392641734334,4.8368394852866246,1,0,7.3500000000000005,147,1,
0,523,24.0,4.5,5.0,21.018677051967614,-2.9813229480323855,4.305798413833891,4.835410466681579,1,0,7.2,144,1,
0,524,24.5,4.5,5.0,22.098925692002506,-2.4010743079974937,4.30633369659996,4.849395872313342,1,0,7.25,145,1,
0,525,25.0,4.5,5.0,21.945632121589373,-3.054367878410627,4.3081589439865065,4.835853336336749,1,0,7.300000000000001,146,1,
0,526,25.5,4.5,5.0,23.020541729000872,-2.479458270999128,4.307582250152971,4.835970354135747,1,0,7.25,145,1,
0,527,26.0,4.5,5.0,22.959833629122368,-3.040166370877632,4.306863433442328,4.83524305068507,1,0,7.25,145,1,
0,528,26.5,4.5,5.0,23.927097245203395,-2.572902754796605,4.308345810706308,4.836139959373186,1,0,7.300000000000001,146,1,
0,529,27.0,4.5,5.0,24.011261852542532,-2.988738147457468,4.307655694616715,4.836852123020748,1,0,7.300000000000001,146,1,
0,530,27.5,4.5,5.0,24.950073806839935,-2.549926193160065,4.307905662630658,4.835243833542049,1,0,7.25,145,1,
0,531,28.0,4.5,5.0,24.92027250883061,-3.0797274911693897,4.30749619265392,4.836551420253119,1,0,7.300000000000001,146,1,
0,532,28.5,4.5,5.0,26.032747755191956,-2.4672522448080443,4.307715788219903,4.835978075124893,1,0,7.25,145,1,
0,533,29.0,4.5,5.0,25.97741340258039,-3.022586597419611,4.305796726972885,4.834354847255983,1,0,7.2,144,1,
0,534,29.5,4.5,5.0,26.92218678812973,-2.5778132118702715,4.3076799620855875,4.835668785103674,1,0,7.25,145,1,
0,535,30.0,4.5,5.0,27.008657839662256,-2.9913421603377444,4.308399096070684,4.836857654080229,1,0,7.300000000000001,146,1,
0,536,30.5,4.5,5.0,27.943623739452462,-2.5563762605475375,4.307678675608883,4.8352447877963325,1,0,7.25,145,1,
0,537,31.0,4.5,5.0,27.91371018784166,-3.0862898121583413,4.3068057332881295,4.8356687853553355,1,0,7.25,145,1,
0,538,31.5,4.5,5.0,29.03282696584798,-2.467173034152019,4.307732000759292,4.8359425839452825,1,0,7.25,145,1,
0,539,32.0,4.5,5.0,28.943682174952343,-3.056317825047657,4.307486983871217,4.835246216615768,1,0,7.25,145,1,
0,540,8.0,4.75,5.0,6.716858849193013,-1.283141150806987,4.558234723866672,4.823719054641005,1,0,6.6000000000000005,132,1,
0,541,8.5,4.75,5.0,7.72727996501486,-0.7727200349851397,4.55741008752554,4.823112993586557,1,0,6.550000000000001,131,1,
0,542,9.0,4.75,5.0,7.709421339799302,-1.2905786602006977,4.558255268150172,4.823268911521859,1,0,6.6000000000000005,132,1,
0,543,9.5,4.75,5.0,8.716794866133373,-0.7832051338666268,4.55824322801633,4.823715238562045,1,0,6.6000000000000005,132,1,
0,544,10.0,4.75,5.0,8.71406886398005,-1.2859311360199506,4.557445397062508,4.823047152372496,1,0,6.6000000000000005,132,1,
0,545,10.5,4.75,5.0,9.71700463113953,-0.7829953688604707,4.557688657015807,4.822298513813172,1,0,6.550000000000001,131,1,
0,546,11.0,4.75,5.0,9.716849424290142,-1.2831505757098576,4.558249608342909,4.824003255175307,1,0,6.6000000000000005,132,1,
0,547,11.5,4.75,5.0,10.723972933989955,-0.7760270660100446,4.5574072675942565,4.824038053569012,1,0,6.6000000000000005,132,1,
0,548,12.0,4.75,5.0,10.71139747587791,-1.2886025241220906,4.558219472224067,4.824613142147731,1,0,6.65,133,1,
0,549,12.5,4.75,5.0,11.71001384806063,-0.7899861519393703,4.5579814533067315,4.823024767185307,1,0,6.6000000000000005,132,1,
0,550,13.0,4.75,5.0,11.724116245388387,-1.2758837546116126,4.557416331507844,4.824056803016106,1,0,6.6000000000000005,132,1,
0,551,13.5,4.75,5.0,12.70603352995182,-0.7939664700481792,4.558219642507341,4.824219248507042,1,0,6.65,133,1,
0,552,14.0,4.75,5.0,12.697535223160024,-1.302464776839976,4.558382675691103,4.822041509070692,1,0,6.6000000000000005,132,1,
0,553,14.5,4.75,5.0,13.717870801863285,-0.7821291981367153,4.557454014150096,4.824063459787067,1,0,6.6000000000000005,132,1,
0,554,15.0,4.75,5.0,13.706023315257564,-1.2939766847424359,4.55822024098645,4.824219248873475,1,0,6.65,133,1,
0,555,15.5,4.75,5.0,14.714423827126296,-0.7855761728737036,4.558060448792042,4.82466891532436,1,0,6.65,133,1,
0,556,16.0,4.75,5.0,14.706156247629597,-1.2938437523704032,4.55817738124053,4.824051193181031,1,0,6.6000000000000005,132,1,
0,557,16.5,4.75,5.0,15.705987022899457,-0.7940129771005431,4.558235628281751,4.824222109682206,1,0,6.65,133,1,
0,558,17.0,4.75,5.0,15.71781799198941,-1.2821820080105901,4.557729416621021,4.8237181004809795,1,0,6.6000000000000005,132,1,
0,559,17.5,4.75,5.0,16.68696990878316,-0.8130300912168416,4.558282749470543,4.8240648755617945,1,0,6.6000000000000005,132,1,
0,560,18.0,4.75,5.0,16.70597270087273,-1.2940272991272685,4.558235554953155,4.824220201636567,1,0,6.65,133,1,
0,561,18.5,4.75,5.0,17.71327445007099,-0.7867255499290096,4.557950512849511,4.824083365922528,1,0,6.6000000000000005,132,1,
0,562,19.0,4.75,5.0,17.687027900130726,-1.312972099869274,4.55747022619059,4.8238539740955035,1,0,6.6000000000000005,132,1,
0,563,19.5,4.75,5.0,18.713152569393994,-0.7868474306060058,4.558236567066445,4.824820552446718,1,0,6.65,133,1,
0,564,20.0,4.75,5.0,18.840735413000985,-1.159264586999015,4.55804737186092,4.838894642410968,1,0,6.65,133,1,
0,565,20.5,4.75,5.0,19.673131632177505,-0.8268683678224953,4.558313744276785,4.822571384318605,1,0,6.6000000000000005,132,1,
0,566,21.0,4.75,5.0,19.707243911070634,-1.2927560889293659,4.557953570367703,4.823266050495708,1,0,6.6000000000000005,132,1,
0,567,21.5,4.75,5.0,20.7162255690077,-0.7837744309922989,4.5578744863764085,4.824625521707388,1,0,6.65,133,1,
0,568,22.0,4.75,5.0,20.70192617907937,-1.2980738209206315,4.557025336590407,4.823102899871743,1,0,6.550000000000001,131,1,
0,569,22.5,4.75,5.0,21.706543377132995,-0.793456622867005,4.558355296587948,4.823266527987823,1,0,6.6000000000000005,132,1,
0,570,23.0,4.75,5.0,21.724374842105384,-1.2756251578946163,4.557684011470294,4.822764378445443,1,0,6.550000000000001,131,1,
0,571,23.5,4.75,5.0,22.72358445698767,-0.7764155430123303,4.557968521083537,4.824039004993041,1,0,6.6000000000000005,132,1,
0,572,24.0,4.75,5.0,22.721853661096233,-1.2781463389037668,4.556670599755848,4.822309001640201,1,0,6.550000000000001,131,1,
0,573,24.5,4.75,5.0,23.716682756032615,-0.7833172439673852,4.557942269440465,4.8237161949084575,1,0,6.6000000000000005,132,1,
0,574,25.0,4.75,5.0,23.748570533564852,-1.2514294664351482,4.557398223517095,4.824027998179274,1,0,6.6000000000000005,132,1,
0,575,25.5,4.75,5.0,24.710630881619046,-0.7893691183809537,4.5569603960485185,4.822282762081309,1,0,6.550000000000001,131,1,
0,576,26.0,4.75,5.0,24.69417854984762,-1.3058214501523793,4.55786073738188,4.822807324653124,1,0,6.6000000000000005,132,1,
0,577,26.5,4.75,5.0,25.77138310282214,-0.7286168971778615,4.557853604064127,4.823703758214709,1,0,6.6000000000000005,132,1,
0,578,27.0,4.75,5.0,25.717685807905465,-1.2823141920945353,4.556609390504956,4.822901263427871,1,0,6.550000000000001,131,1,
0,579,27.5,4.75,5.0,26.678751427939744,-0.8212485720602558,4.5576155476689015,4.823011414657636,1,0,6.6000000000000005,132,1,
0,580,28.0,4.75,5.0,26.776232366479544,-1.2237676335204561,4.558426762081891,4.8240629990922494,1,0,6.6000000000000005,132,1,
0,581,28.5,4.75,5.0,27.688515399164615,-0.8114846008353851,4.557993174170983,4.823266526545417,1,0,6.6000000000000005,132,1,
0,582,29.0,4.75,5.0,27.683248597577,-1.3167514024230016,4.5576521685053475,4.822762007021596,1,0,6.550000000000001,131,1,
0,583,29.5,4.75,5.0,28.781451557949183,-0.7185484420508175,4.558165461502414,4.824775739959368,1,0,6.6000000000000005,132,1,
0,584,30.0,4.75,5.0,28.68306949002396,-1.3169305099760393,4.558430539716623,4.823263191015027,1,0,6.6000000000000005,132,1,
0,585,30.5,4.75,5.0,29.665760207879877,-0.8342397921201226,4.556833001486406,4.8227586994580225,1,0,6.550000000000001,131,1,
0,586,31.0,4.75,5.0,29.792601833846234,-1.2073981661537658,4.557462126656643,4.823825445318598,1,0,6.550000000000001,131,1,
0,587,31.5,4.75,5.0,30.68132135254119,-0.8186786474588104,4.558306078400126,4.82326700391163,1,0,6.6000000000000005,132,1,
0,588,32.0,4.75,5.0,30.65542652190448,-1.3445734780955192,4.556810113660279,4.822765343788481,1,0,6.550000000000001,131,1,
0,589,8.0,5.0,5.0,8.103879637934456,0.10387963793445643,4.808514276066258,4.808178472352504,1,0,5.800000000000001,116,1,
0,590,8.5,5.0,5.0,9.098629507648589,0.5986295076485888,4.8092978693838795,4.808353600028199,1,0,5.8500000000000005,117,1,
0,591,9.0,5.0,5.0,9.103501254471269,0.10350125447126857,4.808245770265865,4.807488648054092,1,0,5.800000000000001,116,1,
0,592,9.5,5.0,5.0,10.112444192583629,0.612444192583629,4.807546919195212,4.808185749583129,1,0,5.800000000000001,116,1,
0,593,10.0,5.0,5.0,10.11097988553967,0.11097988553967042,4.8080026232965265,4.80834741872857,1,0,5.8500000000000005,117,1,
0,594,10.5,5.0,5.0,11.099606846730392,0.5996068467303921,4.809290655614885,4.808118056476761,1,0,5.8500000000000005,117,1,
0,595,11.0,5.0,5.0,11.11258357891883,0.11258357891883009,4.807538851806498,4.808183366182392,1,0,5.800000000000001,116,1,
0,596,11.5,5.0,5.0,12.107385046187396,0.607385046187396,4.808351531187107,4.808352191245291,1,0,5.8500000000000005,117,1,
0,597,12.0,5.0,5.0,12.11522902073282,0.11522902073281927,4.808344134908162,4.80884667727662,1,0,5.8500000000000005,117,1,
0,598,12.5,5.0,5.0,13.112879164124667,0.6128791641246671,4.807522677120674,4.8081854615927835,1,0,5.800000000000001,116,1,
0,599,13.0,5.0,5.0,13.107479895064252,0.10747989506425171,4.80833557743361,4.808357910046827,1,0,5.8500000000000005,117,1,
0,600,13.5,5.0,5.0,14.102908835202633,0.6029088352026335,4.808331393243683,4.807808613321443,1,0,5.800000000000001,116,1,
0,601,14.0,5.0,5.0,14.104154123766563,0.10415412376656263,4.80849018825694,4.808157162096488,1,0,5.800000000000001,116,1,
0,602,14.5,5.0,5.0,15.107355774013595,0.6073557740135946,4.808351359837971,4.808357909256973,1,0,5.8500000000000005,117,1,
0,603,15.0,5.0,5.0,15.104706455088351,0.10470645508835119,4.808124862893367,4.807813379977318,1,0,5.800000000000001,116,1,
0,604,15.5,5.0,5.0,16.096357835093567,0.596357835093567,4.808130184506156,4.808184794289008,1,0,5.800000000000001,116,1,
0,605,16.0,5.0,5.0,16.097121396566262,0.09712139656626206,4.809391039099337,4.8082844942623115,1,0,5.9,118,1,
0,606,16.5,5.0,5.0,17.106431399553887,0.6064313995538875,4.808190426263492,4.807810466113771,1,0,5.800000000000001,116,1,
0,607,17.0,5.0,5.0,17.07846398428538,0.07846398428538137,4.8082808666267765,4.807526549189691,1,0,5.800000000000001,116,1,
0,608,17.5,5.0,5.0,18.095191511447112,0.595191511447112,4.809396652778687,4.808083752689838,1,0,5.9,118,1,
0,609,18.0,5.0,5.0,18.103727863450942,0.10372786345094198,4.808179557673727,4.80748197188767,1,0,5.800000000000001,116,1,
0,610,18.5,5.0,5.0,19.07043287731278,0.5704328773127791,4.80894176651276,4.808405540098705,1,0,5.8500000000000005,117,1,
0,611,19.0,5.0,5.0,19.098512604034205,0.09851260403420525,4.809283168601064,4.808358439937189,1,0,5.8500000000000005,117,1,
0,612,19.5,5.0,5.0,20.111632732200007,0.6116327322000075,4.80818086610311,4.808371739253688,1,0,5.8500000000000005,117,1,
0,613,20.0,5.0,5.0,20.083200892458922,0.08320089245892248,4.808374805733465,4.808940207589286,1,0,5.800000000000001,116,1,
0,614,20.5,5.0,5.0,21.096098178702047,0.5960981787020465,4.809031294425006,4.808361247328829,1,0,5.8500000000000005,117,1,
0,615,21.0,5.0,5.0,21.115006280445634,0.11500628044563399,4.808360547352872,4.808848584532002,1,0,5.8500000000000005,117,1,
0,616,21.5,5.0,5.0,22.076471343001113,0.5764713430011135,4.808623238258589,4.808185749045973,1,0,5.800000000000001,116,1,
0,617,22.0,5.0,5.0,22.094475490657427,0.09447549065742677,4.809233573499964,4.808144312486789,1,0,5.9,118,1,
0,618,22.5,5.0,5.0,23.101251554484104,0.6012515544841044,4.808657919881662,4.8078109857511295,1,0,5.800000000000001,116,1,
0,619,23.0,5.0,5.0,23.093282104040348,0.0932821040403482,4.808345718880185,4.807824237804131,1,0,5.800000000000001,116,1,
0,620,23.5,5.0,5.0,24.092208959682342,0.5922089596823419,4.809201226681783,4.80784386883007,1,0,5.8500000000000005,117,1,
0,621,24.0,5.0,5.0,24.1049298641253,0.10492986412529959,4.80825242920683,4.808140443307014,1,0,5.8500000000000005,117,1,
0,622,24.5,5.0,5.0,25.14100050555787,0.6410005055578694,4.807923719917554,4.808922578251843,1,0,5.800000000000001,116,1,
